Purchased Date,School Year Purchased,Agency Name,LEAID,Technology,Purchase Description,Total Cost,Notes,Comment
8/18/17,2017-2018,Salado ISD,4838580,Gaggle,Gaggle Safety Mgmt GoogleItem Discount = .00; Item.Freight = .00,"$7,700 ",,
8/18/17,2017-2018,Salado ISD,4838580,Gaggle,Setup FeeItem Discount = .00; Item.Freight = .00,$500 ,,
9/4/18,2018-2019,Salado ISD,4838580,Gaggle,GaggleSafety Mgmt,"$9,598 ",,
8/19/19,2019-2020,Salado ISD,4838580,Gaggle,Gaggle Safety MgmtItem Discount = .00; Item.Freight = .00,"$9,873 ",,
8/12/20,2020-2021,Salado ISD,4838580,Gaggle,Gaggle RenewelItem Discount = .00; Item.Freight = .00,"$12,347.50 ",,
6/28/17,2017-2018,San Benito CISD,4838790,Securly,1 YEAR SECURLY WEB FILTERING1 YEAR SECURLY ANYWHERE FILTERING CLOUD BASED WEB FILTERING,"$3,876 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? The technology was purchased to use for one year – from approximately February 2017 to February 2018.  It was for a Migrant Education Program student device initiative intended to provide out of district web content filtering.  Our team met with McAllen ISD representatives, as they were using it at the time, to discuss their implementation of the technology. There were no incidents that prompted the purchase of this technology.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Our use of the technology was limited to the following:  web filtering, web history tracking, location tracking, and social media monitoring.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? No.  The Migrant Education Program did not renew the service.  The cost was one of the determining factors.  Another was that the school district’s web content filter was updated to support out of district filtering so there was no need for two filtering services.
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? It was used only for the Migrant Education Program’s “one to one” student device initiative through which migrant students were supplied with either an Apple Macbook Pro or an iPad.  Other district students and staff were not filtered or monitored by this technology.
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? No.  However, we do block social media access for all students while on district premises.
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents “opt-out”? The San Benito CISD’s Acceptable Use Policy (AUP) “Filtering” section (https://www.sbcisd.net/apps/pages/index.jsp?uREC_ID=893329&type=d&pREC_ID=1891064) was included on the device checkout agreement, indicating that devices were subject to filtering.  No, they could not “opt-out.”
What policies did/do you have in place specifically governing the use of this technology by District officials? The San Benito CISD’s Acceptable Use Policy (AUP) “Filtering” section.  However, nothing about social media monitoring is included in the verbiage: https://www.sbcisd.net/apps/pages/index.jsp?uREC_ID=893329&type=d&pREC_ID=1891064
Who all has/had access to reports/alerts generated by this technology? The district’s Technology Department had access to reports and alerts generated.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm?
No incidents were reported.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how?
No.  It served only for web filtering and social media monitoring.
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances.
No."" - Isabel González, Director of Public Relations"
12/17/20,2020-2021,San Diego Independent School District,4838820,Securly,ChromeTools: 1000-2499 (Studen Securly District License,"$4,500 ",,
2/26/19,2018-2019,San Marcos CISD,4838970,Social Sentinel,Contract #19-384 Social Sentinel is a proactive safety and security program.,"$14,175 ",,
4/21/20,2019-2020,San Marcos CISD,4838970,Social Sentinel,"Contract #19-384 Social Media Scanning - Service and Data Fee Social Sentinel DIP: Goal 3: SMCISD is committed to creating a culture of high expectations for performance and professionalism. Perf. Objective 5: Implement district-wide systems to achieve safe and healthy schools, including bullying prevention, suicide prevention and parent/guardian notification procedures, conflict resolution, violence prevention, pregnancy-related services, student fitness, and employee wellness. Strategy 3) Implement systems, including training and reporting procedures (STOPit app) in preventing, identifying, responding to, and reporting incidents of bullying.","$14,175 ",,
12/2/20,2020-2021,San Saba Independent School District,4839030,Securly,SECURLY,"$2,557.50 ",,
1/29/15,2014-2015,Santa Fe Independent School District,4839270,Gaggle,EMAIL ARCHIVING LICENSE,"$6,688 ",,
1/31/17,2016-2017,Santa Fe Independent School District,4839270,Gaggle,EMAIL ARCHIVING (0365),"$1,505 ",,
12/5/18,2018-2019,Santa Fe Independent School District,4839270,Gaggle,ONE TIME SET UP FEE,$750 ,,
12/5/18,2018-2019,Santa Fe Independent School District,4839270,Gaggle,"GAGGLE SAFETY MANAGEMENT FOR OFFICE 365 - STUDENT CONTRACT # 2018-46300 PRORATED - DECEMBER 1, 2018 - JUNE 30, 2019","$6,000 ",,
12/5/18,2018-2019,Santa Fe Independent School District,4839270,Gaggle,"PROFESSIONAL DEVELOPMENT CONTRACT # 2018-46810 DECEMBER 1, 2018 - NOVEMBER 30, 2019","$4,995 ",,
7/10/19,2019-2020,Santa Fe Independent School District,4839270,Gaggle,EMAIL ARCHIVE-OFFICE 365 ANNUAL RENEWAL,"$5,495 ",,
7/10/19,2019-2020,Santa Fe Independent School District,4839270,Gaggle,GAGGLE SAFETY MANAGEMENT FOR OFFICE 365 - STUDENT EFFECTIVE FROM DATE OF ISSUE,"$16,950 ",,
8/13/20,2020-2021,Santa Fe Independent School District,4839270,Gaggle,ITEM #8016-T ARCHIVING EMAIL - OFFICE 365 (STAFF),"$5,670 ",,
9/17/19,2019-2020,Schertz-Cibolo-Universal City Independent School District,4839480,Social Sentinel,SOCIAL SENTINEL SERVICES FOR 2019-2020 SCHOOL YEAR AS PER ATTACHED CONTRACT #322-9996-01.,"$27,599.25 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? SCUC ISD was made aware of the service and it was provided to us through our Education Service Center Region 20 in San Antonio. No incident in our district prompted the purchase. We did consider the school shooting at Santa Fe HS in Texas.

What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Monitored publicly-available social media in a geographic area.

Do you still use this technology? If not, why did you stop? If so, why is it still worth it? No, we used it only for the 2019-2020 school year. Too many invalid notifications.

Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? Not used on any student, employee or community group, it only monitored publicly-available social media posts in a geographic area.

Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? No.

Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? No. No specific individuals were monitored, it was all public-facing social media.

What policies did/do you have in place specifically governing the use of this technology by District officials? No Board Policy.

Who all has/had access to reports/alerts generated by this technology? Director of Technology, Coordinator of Safety and Security and campus administrators had access.

Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? No.

Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? No.

Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. No."" - Eduardo (Ed) Suarez, Public Information Officer/Public Relations Officer
"
2/21/20,2019-2020,Seguin Independent School District,4839690,Gaggle,SECURITY AND SAFETY CONSULTING,"$13,620 ",,
7/24/20,2020-2021,Seguin Independent School District,4839690,Gaggle,SECURITY AND SAFETY CONSULTING,"$20,115 ",,
7/24/20,2020-2021,Seguin Independent School District,4839690,Gaggle,SECURITY AND SAFETY CONSULTING,"$20,115 ",,
12/5/18,2018-2019,Sheldon Independent School District,4839990,Social Sentinel,SOCIAL SENTINEL - SOCIAL MEDIA THREAT ALERT SERVICE,"$14,100 ",,"""The safety of our students is extremely important in Sheldon ISD which is why we have taken a proactive approach by purchasing a software that monitors safety on social media. This software is an added layer of online protection monitored by district administrators and keeps us a step ahead by receiving information in real time once it is posted on social media and tags Sheldon ISD."" - Emily Conklin, Director of Communications and Community Partnerships"
10/9/15,2015-2016,Shepherd Independent School District,4840020,Gaggle,08 TECHNOLOGY SUPPLIES,"$4,200 ",,
9/22/16,2016-2017,Shepherd Independent School District,4840020,Gaggle,Google Email - Student,"$3,500 ",,
9/15/17,2017-2018,Shepherd Independent School District,4840020,Gaggle,Safety Mgmt for Google,"$1,006 ",,
10/18/18,2018-2019,Shepherd Independent School District,4840020,Gaggle,SAFETY FOR STUDENT EMAIL,"$4,600 ",,
12/12/19,2019-2020,Shepherd Independent School District,4840020,Gaggle,Technology Software Renewal,"$5,750 ",,
12/10/20,2020-2021,Shepherd Independent School District,4840020,Gaggle,INV # 40892 Sugar quote #50763,"$5,750 ",,
9/11/15,2015-2016,Sherman ISD,4840080,Gaggle,Gaggle Learning Management System 7/1/15 - 6/30/16 3709 Gallup Organization (The) assessment programs,"$8,740 ",,
10/1/15,2015-2016,Sherman ISD,4840080,Gaggle,Gaggle Learning Management System 7/1/15 - 6/30/16,"$8,740 ",,
8/8/16,2016-2017,Shoreline Academy,,Go Guardian,Go Guardian for 80 Chromebooks,"$1,005.60 ",,
2/8/18,2017-2018,Shoreline Academy,,Go Guardian,Go Guardian License Renewal,"$1,005 ",,
10/24/19,2019-2020,Shoreline Academy,,Go Guardian,GO GUARDIAN,$892 ,,
11/20/19,2019-2020,Shoreline Academy,,Go Guardian,GO GUARDIAN,$574.80 ,,
9/29/20,2020-2021,Silsbee Independent School District,4840230,Go Guardian,Go Guardian,"$13,230 ",,
1/29/20,2019-2020,Smyer Independent School District,4840590,Social Sentinel,SOCIAL SENTINEL SOFTWARE,$581.85 ,,
2/12/21,2020-2021,Smyer Independent School District,4840590,Social Sentinel,SOCIAL SENTINEL,$581.85 ,,
12/18/18,2018-2019,Snook ISD,4840620,Social Sentinel,1/1-12/31/19 SOCIAL SENTINEL CONTRACT,$750 ,They mention Securly on their tech page but the link is broken/non-existent.,
2/7/20,2019-2020,Snook ISD,4840620,Social Sentinel,2019-2020 SOCIAL SENTINEL SERV,$750 ,,
9/28/20,2020-2021,Snook ISD,4840620,Social Sentinel,SOCIAL SENTINEL 1/1/21 - 12/31/21 TERM OF SERVICE,$750 ,,
10/29/18,2018-2019,Sonora Independent School District,4840800,Social Sentinel,SOCIAL SENTINEL CONSORTIUM,"$1,468.90 ",,
5/13/20,2019-2020,Sonora Independent School District,4840800,Social Sentinel,SOCIAL SENTINEL,"$1,468.90 ",,
10/2/20,2020-2021,Sonora Independent School District,4840800,Social Sentinel,SOCIAL SENTINEL,"$1,468.90 ",,
10/15/20,2020-2021,South Texas Independent School District,4837150,Securly,SECURLY MDM 1 YR -,$216.27 ,,
9/21/15,2015-2016,Splendora Independent School District,4841070,Gaggle,ACCOUNTS - DORMANT LICENSES,$240 ,,"""Why did the District purchase this technology? We purchased Gaggle service to archive emails. Who recommended it to you? It was one of the highest recommended archiving services at the time among districts. What, if any, instigating incident was there that made you purchase this technology? The ability to comply with open records requests in a timely manner. 
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) No tracking or monitoring whatsoever. That is a separate package that Gaggle sells which we did not purchase. This was archiving only. 
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? We no longer use it as Google now offers this archiving service to Google districts via Google Vault. 
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? We archived all emails sent from district email addresses. 
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? We have no plans at the moment to monitor these services. 
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? There was no monitoring service utilized so there was no need to notify parents of such a service. 
What policies did/do you have in place specifically governing the use of this technology by District officials? Archiving can be accessed by IT administrators only and for the purposes of complying with open records requests. 
Who all has/had access to reports/alerts generated by this technology? Archiving can be accessed by IT administrators only and for the purposes of complying with open records requests. 
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? There is no monitoring service utilized, so the answer to this is no. 
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how?  Gaggle was utilized for email archiving only.
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. No."" - Buddy Denman, Director of Technology"
9/21/15,2015-2016,Splendora Independent School District,4841070,Gaggle,EMAIL ARCHIVING FOR GOOGLE,"$5,850 ",,
10/18/16,2016-2017,Splendora Independent School District,4841070,Gaggle,ARCHIVING - GOOGLE,"$8,685 ",,
10/18/16,2016-2017,Splendora Independent School District,4841070,Gaggle,WAREHOUSE ACCOUNTS - DORMANT,$560 ,,
11/9/17,2017-2018,Splendora Independent School District,4841070,Gaggle,ARCHIVING EMAIL - GOOGLE,"$10,080 ",,
11/9/17,2017-2018,Splendora Independent School District,4841070,Gaggle,ARCHIVING WAREHOUSE ACCOUT,$940 ,,
10/15/18,2018-2019,Splendora Independent School District,4841070,Gaggle,ARCHIVING EMAIL-GOOGLE (STAFF),"$10,260 ",,
10/15/18,2018-2019,Splendora Independent School District,4841070,Gaggle,ARCHIVING WAREHOUSE ACCOUNT,"$1,200 ",,
10/2/19,2019-2020,Splendora Independent School District,4841070,Gaggle,EMIAL / DRIVE ARCHIVING,"$12,460 ",,
9/9/20,2020-2021,Splendora Independent School District,4841070,Gaggle,WAREHOUSE ACCOUNT (DORMANT,"$1,920 ",,
9/9/20,2020-2021,Splendora Independent School District,4841070,Gaggle,GOOGLE (STAFF). PRICING TERM:,"$11,565 ",,
12/8/15,2015-2016,Spring Branch ISD,4841100,Go Guardian,QUOTE #716663422 - DELL CHROMEBOOK 11 (210-ADWO) / MGMT CONSOLE / GO GUARDIAN,"$21,000 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? It was purchased after a Governor’s report on school safety. The primary purpose of our use of Go Guardian is for content filtering.  Content filtering is required on student devices per CIPA compliance. I cannot confirm for you an original purchase date.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Content filtering is the primary use but it is also leveraged for explicit and self-harm alerts as well as theft recovery.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? Go Guardian is still used as content filtering is required on student devices per CIPA compliance. Social Sentinel is no longer used.
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? Go Guardian is used on all Chromebooks.
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? The district does no monitoring of students’ social media.
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? Yes, families are informed annually in the district ‘s Acceptable User Policy and are required to acknowledge as part of registration\verification processes. An “opt-out” is part of these processes.
What policies did/do you have in place specifically governing the use of this technology by District officials? The district has Acceptable Use Policies for district officials.
Who all has/had access to reports/alerts generated by this technology? A limited number of authorized personnel have access which aligns to their job duties. When we had Social Sentinel, the Spring Branch ISD Police Department command staff received any alerts.  No alerts received were actual threats to our District.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? No.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? As stated above, this technology is used for theft recovery.
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. No."" -Terry Abbott, Executive Director of Communications and Community Management"
4/25/16,2015-2016,Spring Branch ISD,4841100,Go Guardian,DELL Chromebook 11/ Mgmt Console/Go Guardian,$280 ,,
8/29/16,2016-2017,Spring Branch ISD,4841100,Go Guardian,DELL CHROMEBOOK/MGMT CONSOLE/ GO GUARDIAN,"$2,366.10 ",,
4/11/18,2017-2018,Spring Branch ISD,4841100,Go Guardian,GO GUARDIAN FOR ADMINISTRATORS; 4 YR; QTY: 3500-7499,"$12,270 ",,
10/29/18,2018-2019,Spring Branch ISD,4841100,Social Sentinel,INSIGHT PUBLIC SECTOR/SOCIAL SENTINEL ANNUAL SERVICE- 8/1/18-7/31/19,"$61,600 ",,
10/22/18,2018-2019,Spring Hill Independent School District,4841190,Social Sentinel,Social Sentinel Consortium 2018 - 2019,"$3,700 ",,
1/10/18,2017-2018,Spring Independent School District,4841220,Social Sentinel,SOCIAL SENTINEL - SERVICE,"$39,000 ",,
3/7/18,2017-2018,Spring Independent School District,4841220,Social Sentinel,SOCIAL SENTINEL - S,"$39,000 ",,
5/6/19,2018-2019,Spring Independent School District,4841220,Social Sentinel,SOCIAL SENTINEL ANNUAL SERVICE,"$9,908.50 ",,
5/30/19,2018-2019,Spring Independent School District,4841220,Social Sentinel,SOCIAL SENTINEL ANNUAL SERVICE,"$39,633.90 ",,
5/19/20,2019-2020,Spring Independent School District,4841220,Social Sentinel,2019-20 ONE-TIME COST: SAFETY & RISK QUOTE 18852226 - SOCIAL SENTINEL ANNUAL SERVICE,"$39,633.84 ",,
5/4/19,2018-2019,Stafford Municipal School District,4841350,Social Sentinel,SOCIAL SENTINEL,"$5,400 ","Confirmed on the phone that they use the service. Using the anonymous reporting tool for COVID misinifo. Haven't had any reports re. suicide, that spokesperson could remember. ",View the full comment here: https://app.trint.com/public/39c9ec7a-900e-4e02-90ed-8e589213731a.
7/21/20,2020-2021,Stafford Municipal School District,4841350,Social Sentinel,01/01/2020 - 12/31/2020,"$5,400 ",,View the full comment here: https://app.trint.com/public/39c9ec7a-900e-4e02-90ed-8e589213731a.
11/8/18,2018-2019,Tarkington ISD,4842210,Social Sentinel,SOCIAL SENTINEL CONSORT AGREE,"$3,385.50 ",,
7/8/15,2015-2016,Taylor Independent School District,4842280,Gaggle,"Gaggle Safety Management for Google Email for 2000 @$2.70 and Gaggle Safety Management for Google Docs-students for 2,000 @$1 from 7/1/15 to 6/30/16","$7,400 ",,
8/16/16,2016-2017,Taylor Independent School District,4842280,Gaggle,Gaggle Safety Management for Google-Student from 7-1-16 to 6-30-17,"$7,329 ",,
8/16/16,2016-2017,Taylor Independent School District,4842280,Gaggle,Gaggle Safety Management for Google-Student from 7-1-16 to 6-30-17,$321 ,,
9/1/17,2017-2018,Taylor Independent School District,4842280,Gaggle,Student Email Safety Management,"$7,948 ",,
7/31/18,2018-2019,Taylor Independent School District,4842280,Securly,"Securly Anywhere Filtering TIPS USA-Securly Contracta: #2092216 Web Hosting, Services or Content Management for 3000 Users.","$10,450 ",,
3/5/19,2018-2019,Taylor Independent School District,4842280,Social Sentinel,Social Sentinel Service Fees - Annual Period 1 - 2/22/2019 - 2/29/2020,"$8,680 ",,
3/5/19,2018-2019,Taylor Independent School District,4842280,Social Sentinel,Social Sentinel Data Usage Fees - Annual Period 1 - 2/22/2019 - 2/29/2020,$620 ,,
7/23/15,2015-2016,Temple Independent School District,4842330,Gaggle,REGULAR PO,"$38,500 ",,
7/13/15,2015-2016,Temple Independent School District,4842330,Gaggle,QUOTE#610741 ITEM 1801 GAGGLE SAFETY MANAGEMENT FOR GOOGLE EMAIL,"$23,100 ",,
7/13/15,2015-2016,Temple Independent School District,4842330,Gaggle,ITEM 1804-S GAGGLE SAFETY MANAGEMENT FOR GOOGLE DRIVE-STUDENTS 12 MONTH,"$15,400 ",,
7/15/16,2016-2017,Temple Independent School District,4842330,Gaggle,Gaggle services for Google Apps for Education,"$33,125 ",,
7/19/17,2017-2018,Temple Independent School District,4842330,Gaggle,"7/10/17 INVOICE #340920, Gaggle Safety Management for Google-Student","$33,125 ",,
7/23/18,2018-2019,Temple Independent School District,4842330,Gaggle,"INV #35901 Dated 7/11/18 qty 7415, Gaggle safety management and Speak up","$37,075 ",,
6/3/20,2019-2020,Temple Independent School District,4842330,Gaggle,GAGGLE SAFETY MANAGMENT FOR GOODGLE STUDENT (DRIVE + EMAIL) 1 yr,"$37,075 ",,
10/12/15,2015-2016,Texas City Independent School District,4842510,Gaggle,Gaggle LMS Pricing Term 12 month,"$11,000 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? Texas City ISD has never used Gaggle.

What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) This type of technology provides early warning on buzz words describing violent activity (harm to self or other).  Keys words such as: fight, gun, shoot, sucide etc.  However, we will not discuss in detail how it is used due to Under Title 5, USC 522 we decline to discuss the tactics, technique and procedures used in the protection of our students and staff.  

Do you still use this technology? If not, why did you stop? If so, why is it still worth it? We never used Gaggle.

Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members? The digital threat assessment is used on all students, staff and local community members who make threatening statements that could affect the security and safety of the district in accordance with Senate Bill 11.

Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? The district used Social Sentinel for a short period of time in 2018 for the purpose of social media monitoring. Senate Bill 11, passed during the 86th Texas Legislative Session in 2019, added Section 115 to Chapter 37 of the Texas Education Code. This section requires all public school districts and open-enrollment charter schools in Texas to have a trained, multidisciplinary threat assessment team whose purpose is to identify, assess, report, and manage individuals who make threats of violence, or who exhibit harmful, threatening, or violent behavior. The team also gathers and analyzes data to determine the level of risk and appropriate intervention. Digital Threat Assessment (DTA) was developed to address the evolving technology challenges that currently face our schools. Most aspects of school safety and threats to schools now involve a social media or other online component.

Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? Students and parents were only told we monitored social media as part of our security plan but we did not share details how.  In accordance with Title 5, USC 522 we decline to discuss the tactics, technique and procedures used in the protection of our students and staff.  

What policies did/do you have in place specifically governing the use of this technology by District officials? There are no board policies that address the use.

Who all has/had access to reports/alerts generated by this technology? Up to 4 staff members in technology and emergency management/security

Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? Yes, the technology has helped prevent an instance of imminent violence or self-harm. However, we decline to discuss any specifics out of the privacy protection of our students and staff.  

Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? No

Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. The use of technology has uncovered information that has led to students being disciplined. However, we are not able to discuss student discipline."" - Melissa Tortorici, Director of Communications"
10/28/16,2016-2017,Texas State University,N/A,Social Sentinel,Social Sentinel Command Center Software,"$26,000 ",,
9/18/15,2015-2016,The Brazos School for Inquiry and Creativity,4800086,Gaggle,EMAIL/COLLABORATION/ARCHIVE,$250 ,,
10/19/16,2016-2017,The Brazos School for Inquiry and Creativity,4800086,Gaggle,EMAIL SERVICE,"$2,250 ",,
9/16/20,2020-2021,Thorndale ISD,4842630,Go Guardian,GO GUARDIAN SUITE,"$5,364.80 ",,
10/10/19,2019-2020,Tomball Independent School District,4842960,Go Guardian,GO GUARDIAN FOR TEA,$146.50 ,,
10/5/20,2020-2021,Tomball Independent School District,4842960,Go Guardian,GO GUARDIAN FOR TEA,"$2,367.44 ",,
7/27/20,2020-2021,Trinity Basin Preparatory,4800092,Securly,Securly is IT's multi device management system. It is used for the management ARE001013,"$11,356 ",,
11/25/20,2020-2021,Trinity Basin Preparatory,4800092,Securly,Securly management licenses for 300 iPads / PPRP,"$2,004 ",,
9/14/15,2015-2016,Troup Independent School District,4843230,Gaggle,Gaggle Student Email & Filtering Services,"$4,050 ",,
11/9/20,2020-2021,Troy Independent School District,4843260,Securly,Securly Renewal,"$1,000 ",,"""Troy ISD, filters all-district internet traffic as a legal responsibility under the federal Children’s Internet Protection Act (https://www.fcc.gov/consumers/guides/childrens-internet-protection-act).  All Troy ISD staff, parents, and students are asked to review and sign our district's Acceptable Use Policy at the beginning of each school year; included in this policy is internet filtering. While this software meets a legal requirement, more importantly, we have an obligation to keep our students safe and secure in their learning environment."""
9/11/18,2018-2019,Tyler ISD,4843470,Social Sentinel,Social Sentinel Command Ctr Software Services 09/01/18/-08/31/19,"$18,500 ",,
9/19/17,2017-2018,University of Texas at Dallas,N/A,Social Sentinel,Social Sentinel Command Center Software Services Annual period 3 9/1/17 - 8/31/18,"$12,750 ",,"""Why did UT Dallas purchase this technology? The UT Dallas Police Department (UTDPD) had noticed an increase in mental health calls during the year prior in which callers had seen concerning social media posts and contacted the police department for assistance.
How much did/does the university pay for this technology? UTDPD purchased Social Sentinel in September 2018 with a three-year contract for $12,750 per year.
Does the university still use Social Sentinel? If not, why did you stop? If so, why is it still worth it? UTDPD will not be renewing the contract after it ends Sept. 1, 2021. UTDPD did not find it helpful. Social Sentinel scans public social media posts; private posts are not captured. This excludes a significant amount of social media posts.
Were students ever informed about the use of Social Sentinel? If so, how exactly? No.
How, if at all, did the university consider and address the potential privacy invasions caused by this technology? Social Sentinel only scans social media posts users choose to make public; private posts are not captured.
Are/were there any policies governing the use of Social Sentinel technology? If so, what were they? No.
Who has/had access to reports from Social Sentinel? Members of the UT Dallas Behavioral Assessment Intervention Team and staff members who assist in responding to emergencies. The Social Sentinel results were not shared outside of those groups.
Did/Does the university use any other social media or email monitoring technology (Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.)? No.
Can you name a specific instance where this technology helped prevent an instance of violence or self-harm? No.
Has the university ever used Social Sentinel for purposes other than preventing self-harm or violence? More specifically, have you ever used this technology to monitor activists or protestors? No. 
Did the use of Social Sentinel ever result in a student being disciplined in any way, including but not limited to being arrested, suspended, expelled or put on academic probation? No.
"" - UT Dallas (Sent by Brittany Magelssen, Media Manager)"
5/30/19,2018-2019,Uplift Education,4800030,Securly,Securly,"$30,150 ",,
6/5/20,2019-2020,Uplift Education,4800030,Securly,Securly,"$51,015 ",,
8/6/19,2019-2020,Uvalde Consolidated Independent School District,4843720,Social Sentinel,"Social Sentinel - media scanning for Uvalde CISD - Term Dates: June 1, 2019 - August 31, 2019","$2,152.50 ",,
2/14/20,2019-2020,Uvalde Consolidated Independent School District,4843720,Social Sentinel,"Social Sentinel - social media scanning services for Uvalde CISD - Term Dates: September 1, 2019 - August 31, 2020","$7,749.06 ",,
10/16/18,2018-2019,Van Vleck Independent School District No. 906,4843950,Go Guardian,Go Guardian,"$4,690 ",,
9/26/19,2019-2020,Van Vleck Independent School District No. 906,4843950,Go Guardian,Go Guardian Subscription softwareItem Discount = .00; Item.Freight = .00,"$3,119.16 ",,
10/10/19,2019-2020,Venus Independent School District,4844010,Gaggle,GAGGLE SAFETY MANAGEMENT FOR GOOGLE-STUDENT,"$14,500 ",,
10/5/20,2020-2021,Venus Independent School District,4844010,Gaggle,Gaggle Safety Management,"$21,632.50 ",,
1/1/18,2017-2018,Veribest ISD,4844040,Go Guardian,GO GUARDIAN FOR TEACHERS,"$1,123.75 ",,
9/27/19,2019-2020,Vernon Independent School District,4844110,Go Guardian,GO GUARDIAN ACCESS TO CHROMEBOOKS GOOGLE CHROME,"$7,177.54 ",,
11/16/20,2020-2021,Victoria Independent School District,4844150,Gaggle,GAGGLE SAFETY MANAGEMENT FOR MICROSOFT ONEDRIVE - STUDENTS,"$24,007.20 ",,
11/16/20,2020-2021,Victoria Independent School District,4844150,Gaggle,ON TIME SET-UP FEE FOR 22 CAMPUSES,"$2,985 ",,
11/16/20,2020-2021,Victoria Independent School District,4844150,Gaggle,PROFESSIONAL DEVELOPMENT - WEBINAR,"$1,000 ",,
11/16/20,2020-2021,Victoria Independent School District,4844150,Gaggle,GAGGLE SAFETY MANAGEMENT FOR MICROSOFT TEAMS,"$22,006.60 ",,
12/3/20,2020-2021,Victoria Independent School District,4844150,Gaggle,GAGGLE SAFETY MANAGEMENT FOR OFFICE 365 EMAIL - STUDENTS,"$22,006.60 ",,
